,country,description,points,price,variety,winery,Colour,Color,RW
4919,US,"Released after five years on the yeast, this is still a young, tartly aggressive bubbly. It is in fact by far the most acidic of Iron Horse's current stable of superb bubblies. But it's enormously rich, offering a wealth of subtle lime, peach, strawberry, toast and sourdough bread flavors that impress with both depth and length, as well as sheer class. Wonderful now, and should age effortlessly for six to eight years.",93,37.0,Sparkling Blend,Iron Horse,Sparkling,2.0,1.0
4920,France,"With its distinctive flower bottle, this is an immediately recognizable Champagne, both in its looks and its distinctive Perrier-Jouët elegance. Lively white fruits play with acidity and a tangy backbone of apple skins. Age this for 4–5 years and maybe more.",93,139.0,Champagne Blend,Perrier Jouët,Sparkling,2.0,1.0
4921,Spain,"Peach, melon, citrus and yeasty notes define the nose on this dry brut nature. This offers good texture, fluffy carbonation and citrusy acidity in front of papaya, dry mango, nectarine and peach flavors. The finish is fruity in flavor and citrusy in feel.",88,35.0,Sparkling Blend,Alta Alella,Sparkling,2.0,1.0
4922,US,"Made entirely from Chardonnay, this is the most elegant and delicate of the winery's current bubblies. It's a dry, sophisticated wine, with subtle citrus, peach, apple and yeast flavors. If you've never cellared a sparkling wine, try stashing this away for up to a decade.",90,24.0,Sparkling Blend,Gloria Ferrer,Sparkling,2.0,1.0
4923,US,"Starts out with aromas of toast, strawberries and citrus. Tart and dry and very fresh; this should hold well in the bottle for some time. Winemaker Eric Fry only makes between 500 and 600 cases each year and disgorges it in small batches so it's always fresh when released.",90,30.0,Champagne Blend,Lenz,Sparkling,2.0,1.0
4924,US,"This wine is a light gold color, with appetizing pear and crisp apple aromas. Firm acidity, a lively texture and absolutely fresh flavors make it a pleasure to drink.",89,25.0,Sparkling Blend,McFadden,Sparkling,2.0,1.0
4925,France,"This ripe, stylish and attractively textured nonvintage has plenty of fruit, apples and citrus dominating. A mineral, tight acidity gives the wine a crisp, crunchy character.",88,45.0,Champagne Blend,Forget-Brimont,Sparkling,2.0,1.0
4926,France,"This full, round wine melds rich pear and tangerine flavors with fine acidity. It's crisp, fragrant and ripe, showing some signs of bottle age in its toasty character.",88,65.0,Champagne Blend,Forget-Brimont,Sparkling,2.0,1.0
4927,France,"Rounded and rich, this Blanc de Blancs has both a smooth texture, delicious white fruits and an intense line of acidity. It's clean, fragrant, very fresh.",86,17.0,Sparkling Blend,Louis Bouillot,Sparkling,2.0,1.0
4928,US,"Here's a delicious brut. Dry and fruity, it has forward flavors of Key limes, pineapple zest, brioche, vanilla and spices. The bubbles are a bit scoury. Easy to find, with 22,800 cases produced.",87,20.0,Sparkling Blend,J Vineyards & Winery,Sparkling,2.0,1.0
4929,Italy,"This pretty Brut Rosé offers rich and soothing aromas of baked bread, dried flower, apricot and lavender. The blend is 60-40 Pinot Nero and Chardonnay and both varieties contribute to the overall richness of this sparkling wine.",89,45.0,Sparkling Blend,Lantieri de Paratico,Sparkling,2.0,1.0
4930,Spain,"Dusty, yeasty aromas of red apple skins, cherry and chocolate lead to a solid and true palate with a good bubble bead, moderate elegance and full flavors of plum, red apple, cherry and spice. This is full-bodied Cava with a smooth, robust finish.",88,24.0,Sparkling Blend,Llopart,Sparkling,2.0,1.0
4931,Spain,"This smooth, stylish wine is on the way up, as evidenced by the two-point bump it's receiving from its last review, in December 2004. Today it's round and full, with aromas of hay and popcorn that draw you in. Layered through the middle, with expressive white fruit, dryness and sweetness all in one. Imported by Pasternak Wine Imports.",90,15.0,Sparkling Blend,Marques de Monistrol,Sparkling,2.0,1.0
4932,France,"A simple, fresh rosé, which has some attractive toasty bottle age. There is also a yeasty character, which leaves the fruit submerged in the more autolytic flavors. This is a fine rosé for food. Imported by Tri-Vin Imports.",86,40.0,Champagne Blend,Jacquart,Sparkling,2.0,1.0
4933,Spain,"The nectarine and mild vanilla aromas are subdued yet solid. On the palate, it's all about stone fruit flavors, such as peach and nectarine, with apple and cider notes on the balanced and healthy finish.",87,15.0,Sparkling Blend,Mont Marçal,Sparkling,2.0,1.0
4934,US,"Lots to like in this lovely sparkling wine, aged on the yeast for many years before being released. It shows a doughy toastiness to the sunny, ripe raspberries, limes and vanilla, and is silky in texture. Elegant and upscale, it's at its best now, so drink up.",93,45.0,Sparkling Blend,Gloria Ferrer,Sparkling,2.0,1.0
4935,France,"A taut, mineral wine with a domiNAce of Chardonnay to give the crispest citrus and a very textured feel. Definitely dry, the wine, not from a classic vintage year, seems still young and all fruit, so it would be worth aging for 3–4 years.",90,51.0,Champagne Blend,Charles Ellner,Sparkling,2.0,1.0
4936,US,"The blend this vintage was 68% Pinot Noir and 32% Chardonnay. The wine is a bit softer than some of Iron Horse's other bubblies, and less woody, with a higher dosage that adds a touch of honey to the lime zest and yeast. Drink this elegant wine now–2014.",92,33.0,Sparkling Blend,Iron Horse,Sparkling,2.0,1.0
4937,France,"Aggressively toasty, with a slightly burnt edge to the aromas, which also include green apple, lime and fern fronds. Seems a bit sweet on the finish.",83,11.0,Sparkling Blend,Charles de Fère,Sparkling,2.0,1.0
4938,France,"A soft and beautifully ripe Champagne, albeit with a steely, mineral core. It is very much in the Gosset pure, dry style, full of apple and grapefruit acidity to go with a light yeast character. Unlike some 2000s, this should age well.",93,90.0,Champagne Blend,Gosset,Sparkling,2.0,1.0
4939,France,"This is soft, with ripe peach flavors and some toasty acidity. It's an easy style, perfumed and ready to drink.",88,120.0,Champagne Blend,Vranken,Sparkling,2.0,1.0
4940,Italy,"A beautiful wine with a pale rose color that shines with golden and reddish highlights, just like the skin of a ripe peach. The nose is a pretty mélange of raspberry, cranberry, white cherry and fresh baked bread. The mouthfeel is deep and penetrating. Imported by Empson (USA) Ltd.",89,58.0,Sparkling Blend,Bellavista,Sparkling,2.0,1.0
4941,France,"Fairly deep in color for a sparkling rosé, Sparr's Brut Rosé offers bold, berry-like aromas with hints of spring flowers and a plump, slightly corpulent feel in the mouth. The flavors are a bit rustic, with hints of underbrush and scorched earth.",84,20.0,Sparkling Blend,Pierre Sparr,Sparkling,2.0,1.0
4942,Spain,"Aromas of cherry and leather come with burnt earth and smoke, but overall the nose is inviting. The palate is solid in feel, with good weight and drive that supports a smoky flavor profile of red berries and controlled bitterness. Finishes toasty, with a lick of bitter chocolate.",87,18.0,Sparkling Blend,Freixenet,Sparkling,2.0,1.0
4943,Australia,"Rather restrained for a Muscat-based wine, with modest citrus notes dominating this soft, off-dry sparkler. Simple, but clean and well made.",83,13.0,Sparkling Blend,De Bortoli,Sparkling,2.0,1.0
4944,Spain,"Nice enough on the nose, but like soda in the mouth. Tastes lean and lemony on one take, then like apple cider on the next take. Loses steam as it goes; no lift to the finish.",81,12.0,Sparkling Blend,Gran Pasión,Sparkling,2.0,1.0
4945,US,"Frankly sweet, with honeyed flavors of raspberries, vanilla and crunchy granola. Finishes clean and zesty in acidity. If this is your style, it's a great buy.",84,12.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4946,France,"The creamy aromas, (like baked cookie), make this wine instantly enticing. It is the same on the palate. It is a soft, approachable wine, with creamy richness, a touch of toast, flavors of walnuts and well-integrated acidity.",91,60.0,Champagne Blend,Philipponnat,Sparkling,2.0,1.0
4947,France,"This is certainly rich, packed with youthful green- and white-fruit flavors, but it still has that seductive elegance that is the hallmark of Deutz. Here is a wine that definitely needs aging. It has richness but there is still a raw edge.",92,67.0,Champagne Blend,Deutz,Sparkling,2.0,1.0
4948,France,"There is an attractive yeasty character to this fresh wine. Apples and a touch of toast mingle easily on the wine that has some bottle age. It's both crisp and rich, a very satisfying combination.",90,45.0,Champagne Blend,H. Blin,Sparkling,2.0,1.0
4949,France,"Piper's style is toasty, soft and lively, and this chimes with the open character of the 1998 vintage. There is certainly acidity and some green fruit flavor, but the softness, ripeness and finishing toasty character are what shows best.",89,65.0,Champagne Blend,Piper-Heidsieck,Sparkling,2.0,1.0
4950,US,"Feels rough in the mouth, because the bubbles are big and scoury, not small and fine. But the wine is nicely dry and very clean, with pleasant orange and lime flavors.",85,16.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4951,US,"The bottle looks like it's wrapped in leopard fur. The wine is off-dry, clean and simple, with crisp flavors of raspberries, strawberries, honey and vanilla.",85,30.0,Sparkling Blend,Moreno BHLV,Sparkling,2.0,1.0
4952,US,"With a pretty pink-salmon color, this Pinot Noir-based blush is rich and full-bodied. It has considerable weight for a bubbly, but the acidity and freshness and yeasty tang lift it up to Champagne elegance. Impossible not to fall in love with this raspberry-scented beauty, but why wouldn't you want to?",94,41.0,Sparkling Blend,Schramsberg,Sparkling,2.0,1.0
4953,Spain,"Smooth and simple stuff. It's quite fresh and clean, with more citrus and cherry than what you'd get from a Catalonian Pinot Noir. And that's because this is made entirely from the Trepat grape, which results in a racy, zippy personality. A refreshing cava for fans of leaner, crisper styles.",86,18.0,Sparkling Blend,Castellroig,Sparkling,2.0,1.0
4954,France,"A very soft wine, flavored with nutmeg and baked apples. It is unfocused, and the acidity seems to come in from a strange angle, leaving a wine that is easy to drink, but not quite together.",86,49.0,Champagne Blend,Mailly Grand Cru,Sparkling,2.0,1.0
4955,Italy,"This fresh sparkling blend from Franciacorta in northern Italy opens with a touch of citrus zest followed by yellow rose and crushed white pepper. It offers a tonic, drying mouthfeel with steely effervescence on the finish.",88,20.0,Sparkling Blend,Cornaleto,Sparkling,2.0,1.0
4956,Spain,"Even though it's a sweet-styled Cava, the nose kicks up lemon and apple aromas that are familiar as can be. The palate, however, is quite sweet and supports the Semi Dry labeling. Candied but not sticky, with a slightly chalky finish.",85,9.0,Sparkling Blend,Freixenet,Sparkling,2.0,1.0
4957,US,"This is a rather sweet bubbly made from indeterminate varieties the winery doesn't reveal. It's clean and zesty, with tropical fruit, green grape and vanilla flavors.",84,12.0,Sparkling Blend,Ca' Secco,Sparkling,2.0,1.0
4958,Italy,"Ferrari's delicate rosé sparkling wine opens with distinctive notes of small berry fruit, rose petal and freshly baked bread. The wine shows freshness, a creamy consistency and fine, persistent perlage.",92,75.0,Sparkling Blend,Ferrari,Sparkling,2.0,1.0
4959,France,"A very pure, almost linear wine with plenty of fresh acidity. There is some structure of young tannins, but the main flavors are the gooseberries, kiwis and very green apples. A fine apéritif wine. Multiple U.S. importers.",88,20.0,Sparkling Blend,Bailly-Lapierre,Sparkling,2.0,1.0
4960,US,"All of Korbel's new sparklers are good values—when are they not? But this rosé is particularly elegant and delicious. It's not just the strawberries, lemon zest, vanilla and yeasty dough flavors, which are tasty enough, it's the mouthfeel, which shows real Champagne finesse and silkiness. This blend of Russian River Pinot Noir and Sangiovese, Chenin Blanc and Gamay from the Sacramento Delta is addictively drinkable.",87,11.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
